@relation 'Word vectors calculated from:tweets-weka.filters.unsupervised.attribute.Dl4jStringToWord2Vec-allowParallelTokenization-batchSize512-learningRate0.025-minLearningRate1.0E-4-negative0.0-sampling0.0-useHierarchicSoftmax-actionWORD_VECTOR-concat_words15-embedding_prefixembedding--epochs1-iterations1-layerSize100-minWordFrequency5-preprocessorweka.dl4j.text.tokenization.preprocessor.CommonPreProcessor-seed1-stopWordsHandlerweka.dl4j.text.stopwords.Dl4jNull-index1-tokenizerFactoryweka.dl4j.text.tokenization.tokenizer.factory.DefaultTokenizerFactory-windowSize5-workers8'

@attribute embedding-0 numeric
@attribute embedding-1 numeric
@attribute embedding-2 numeric
@attribute embedding-3 numeric
@attribute embedding-4 numeric
@attribute embedding-5 numeric
@attribute embedding-6 numeric
@attribute embedding-7 numeric
@attribute embedding-8 numeric
@attribute embedding-9 numeric
@attribute embedding-10 numeric
@attribute embedding-11 numeric
@attribute embedding-12 numeric
@attribute embedding-13 numeric
@attribute embedding-14 numeric
@attribute embedding-15 numeric
@attribute embedding-16 numeric
@attribute embedding-17 numeric
@attribute embedding-18 numeric
@attribute embedding-19 numeric
@attribute embedding-20 numeric
@attribute embedding-21 numeric
@attribute embedding-22 numeric
@attribute embedding-23 numeric
@attribute embedding-24 numeric
@attribute embedding-25 numeric
@attribute embedding-26 numeric
@attribute embedding-27 numeric
@attribute embedding-28 numeric
@attribute embedding-29 numeric
@attribute embedding-30 numeric
@attribute embedding-31 numeric
@attribute embedding-32 numeric
@attribute embedding-33 numeric
@attribute embedding-34 numeric
@attribute embedding-35 numeric
@attribute embedding-36 numeric
@attribute embedding-37 numeric
@attribute embedding-38 numeric
@attribute embedding-39 numeric
@attribute embedding-40 numeric
@attribute embedding-41 numeric
@attribute embedding-42 numeric
@attribute embedding-43 numeric
@attribute embedding-44 numeric
@attribute embedding-45 numeric
@attribute embedding-46 numeric
@attribute embedding-47 numeric
@attribute embedding-48 numeric
@attribute embedding-49 numeric
@attribute embedding-50 numeric
@attribute embedding-51 numeric
@attribute embedding-52 numeric
@attribute embedding-53 numeric
@attribute embedding-54 numeric
@attribute embedding-55 numeric
@attribute embedding-56 numeric
@attribute embedding-57 numeric
@attribute embedding-58 numeric
@attribute embedding-59 numeric
@attribute embedding-60 numeric
@attribute embedding-61 numeric
@attribute embedding-62 numeric
@attribute embedding-63 numeric
@attribute embedding-64 numeric
@attribute embedding-65 numeric
@attribute embedding-66 numeric
@attribute embedding-67 numeric
@attribute embedding-68 numeric
@attribute embedding-69 numeric
@attribute embedding-70 numeric
@attribute embedding-71 numeric
@attribute embedding-72 numeric
@attribute embedding-73 numeric
@attribute embedding-74 numeric
@attribute embedding-75 numeric
@attribute embedding-76 numeric
@attribute embedding-77 numeric
@attribute embedding-78 numeric
@attribute embedding-79 numeric
@attribute embedding-80 numeric
@attribute embedding-81 numeric
@attribute embedding-82 numeric
@attribute embedding-83 numeric
@attribute embedding-84 numeric
@attribute embedding-85 numeric
@attribute embedding-86 numeric
@attribute embedding-87 numeric
@attribute embedding-88 numeric
@attribute embedding-89 numeric
@attribute embedding-90 numeric
@attribute embedding-91 numeric
@attribute embedding-92 numeric
@attribute embedding-93 numeric
@attribute embedding-94 numeric
@attribute embedding-95 numeric
@attribute embedding-96 numeric
@attribute embedding-97 numeric
@attribute embedding-98 numeric
@attribute embedding-99 numeric
@attribute word_id string

@data
0.099589,0.054765,-0.042048,-0.103261,-0.020853,-0.053653,-0.011637,0.026305,0.082689,-0.120051,0.131195,0.16409,0.000401,0.013831,-0.077785,-0.082602,-0.041214,0.017431,-0.047294,-0.078719,-0.009551,-0.025215,-0.093291,-0.007721,-0.049627,0.051677,0.001666,-0.092283,0.053126,-0.091851,-0.014588,-0.002136,-0.150931,-0.071165,-0.116826,0.037821,0.017192,-0.036781,-0.043286,-0.172258,-0.132658,0.106249,-0.019666,-0.064625,0.037898,0.086464,0.026011,-0.063345,-0.167669,-0.083108,0.016394,-0.06768,0.068221,-0.066953,0.050009,-0.016718,-0.023062,0.150978,-0.095564,0.055055,0.136646,0.127229,-0.04346,0.144489,0.142129,-0.12084,0.124003,-0.217647,0.062742,-0.039062,0.148793,-0.211967,-0.045364,-0.007593,-0.054543,-0.047695,0.123949,0.032665,-0.089734,-0.103168,0.150068,-0.010026,0.05557,-0.188332,0.022965,-0.05926,0.083796,0.001546,-0.311493,0.071711,0.010576,0.074992,-0.089784,-0.024703,-0.145184,-0.133303,-0.048575,0.069404,0.029172,0.093103,1
0.108248,0.053811,-0.046866,-0.116678,-0.032377,-0.073596,-0.009488,0.019667,0.094692,-0.132159,0.146542,0.18762,0.012318,0.016726,-0.091719,-0.100792,-0.054018,0.010466,-0.045092,-0.090117,-0.006922,-0.039299,-0.105741,-0.012349,-0.061627,0.056474,0.001003,-0.096327,0.062553,-0.101239,-0.012547,-0.002144,-0.180886,-0.079299,-0.116972,0.044927,0.019856,-0.043594,-0.055719,-0.198823,-0.13237,0.107979,-0.002672,-0.08524,0.043496,0.107901,0.032122,-0.061889,-0.194834,-0.103847,0.019915,-0.07737,0.072546,-0.064058,0.066181,-0.010825,-0.014704,0.17015,-0.111405,0.061234,0.156165,0.144588,-0.052814,0.16474,0.139055,-0.119745,0.114969,-0.22352,0.059177,-0.041205,0.140763,-0.212436,-0.034902,-0.018435,-0.065074,-0.052229,0.116954,0.032187,-0.072776,-0.096078,0.159541,-0.003346,0.065102,-0.192386,0.036615,-0.064542,0.086655,-0.004528,-0.310654,0.082199,0.015883,0.070179,-0.102388,-0.028381,-0.159411,-0.124112,-0.068289,0.071718,0.032467,0.093969,10
-0.065914,-0.031424,0.056577,0.193679,0.037589,0.154572,0.09282,-0.065809,-0.083662,0.20658,-0.173737,-0.183862,-0.065522,-0.0905,0.160803,0.206966,0.102387,-0.031364,0.061427,0.099492,-0.040749,0.070201,0.060226,-0.056011,0.025207,-0.068395,0.017192,0.062244,-0.061416,0.113074,-0.027475,-0.043447,0.128558,0.051424,0.092964,-0.0182,-0.067097,0.065388,0.079935,0.168758,0.101545,-0.097616,0.008014,0.098002,-0.046084,-0.102634,-0.055432,0.066294,0.122145,0.089462,0.001766,0.128279,-0.067029,0.030875,-0.041516,0.032242,0.046551,-0.129987,0.13673,-0.016187,-0.130414,-0.122236,0.016218,-0.144183,0.017796,0.020756,0.047961,0.070946,-0.01222,0.01968,0.031533,0.03009,-0.062455,0.081067,0.089052,0.038217,-0.028666,0.017414,-0.114297,0.018966,-0.06858,0.009349,-0.054765,0.053644,-0.056983,0.051261,-0.000875,-0.008134,0.051157,-0.094262,-0.014301,0.014871,0.10544,0.078241,0.088716,-0.028844,0.235183,-0.043787,-0.034177,-0.013871,10800
0.088083,0.052533,-0.043214,-0.109138,-0.02116,-0.06455,-0.023179,0.032408,0.083457,-0.117142,0.124442,0.16348,0.008199,0.018529,-0.090342,-0.090812,-0.046985,0.0142,-0.048294,-0.08686,-0.002576,-0.030577,-0.093947,-0.006584,-0.045398,0.056964,-0.004201,-0.09385,0.054565,-0.096441,-0.014641,0.005567,-0.167907,-0.078925,-0.106626,0.044058,0.01731,-0.042821,-0.045002,-0.178604,-0.115859,0.099923,-0.000983,-0.075699,0.034477,0.107127,0.025918,-0.055469,-0.181386,-0.099754,0.01498,-0.064611,0.062589,-0.052296,0.069574,-0.001933,-0.013029,0.152748,-0.097143,0.061364,0.153168,0.130639,-0.047071,0.158279,0.133921,-0.11503,0.124254,-0.226463,0.057197,-0.03508,0.150043,-0.217742,-0.050733,-0.004975,-0.056427,-0.049916,0.120807,0.038184,-0.084301,-0.099561,0.155393,-0.0155,0.050489,-0.190868,0.026806,-0.062454,0.085896,-0.000602,-0.302565,0.074019,0.00753,0.075049,-0.086423,-0.018988,-0.151953,-0.140473,-0.06436,0.069909,0.03401,0.089814,11
0.106759,0.055235,-0.05939,-0.137438,-0.025779,-0.082465,-0.032264,0.035844,0.096076,-0.155554,0.160648,0.198861,0.012524,0.029783,-0.111673,-0.117163,-0.064543,0.024361,-0.05539,-0.104694,0.005145,-0.039125,-0.100262,0.002543,-0.051717,0.067341,-0.002311,-0.108681,0.068668,-0.108674,-0.014222,0.009017,-0.175355,-0.08324,-0.139193,0.040237,0.026406,-0.049496,-0.057201,-0.195461,-0.14524,0.119705,-0.014446,-0.084346,0.044777,0.106655,0.037577,-0.074742,-0.191949,-0.099016,0.018217,-0.090365,0.073883,-0.067734,0.065962,-0.023688,-0.028679,0.172949,-0.121862,0.059818,0.160125,0.151504,-0.04773,0.166261,0.140523,-0.12691,0.126896,-0.23662,0.063688,-0.04183,0.140734,-0.220421,-0.041621,-0.018504,-0.068864,-0.054047,0.123762,0.039316,-0.073671,-0.109626,0.161923,-0.009831,0.069375,-0.201807,0.031693,-0.066947,0.084722,-0.001323,-0.320283,0.090692,0.012319,0.073467,-0.103287,-0.028029,-0.169719,-0.133692,-0.089454,0.072272,0.038657,0.098907,12
0.098621,0.048425,-0.041549,-0.102918,-0.017994,-0.044184,-0.003607,0.020558,0.084587,-0.111825,0.123861,0.16229,-0.002959,0.008295,-0.075421,-0.080346,-0.039171,0.010847,-0.041655,-0.085079,-0.015202,-0.019577,-0.098268,-0.014711,-0.056058,0.056849,-0.000675,-0.092833,0.054237,-0.091618,-0.01658,-0.005066,-0.169111,-0.076843,-0.12688,0.041694,0.012806,-0.035796,-0.042765,-0.179801,-0.140571,0.101614,-0.009708,-0.074297,0.03531,0.090945,0.024296,-0.063649,-0.1909,-0.097478,0.015013,-0.061925,0.070385,-0.071555,0.063143,-0.010436,-0.016611,0.158199,-0.100447,0.060657,0.148763,0.13483,-0.056699,0.154401,0.162843,-0.126811,0.145075,-0.247832,0.064399,-0.043301,0.166147,-0.245649,-0.054754,-0.001565,-0.057298,-0.054792,0.131571,0.042575,-0.103375,-0.10741,0.168586,-0.002938,0.066825,-0.213462,0.028772,-0.071755,0.09529,0.001066,-0.349648,0.073882,0.007199,0.086927,-0.092564,-0.020675,-0.160266,-0.157321,-0.034829,0.062722,0.02574,0.096849,13
0.101,0.056769,-0.057019,-0.138504,-0.03421,-0.093424,-0.033845,0.037558,0.097544,-0.153244,0.161714,0.192827,0.019202,0.030649,-0.113313,-0.133745,-0.058475,0.018361,-0.058204,-0.102412,0.000814,-0.046409,-0.106397,-0.000874,-0.056884,0.064391,-0.005973,-0.101604,0.069182,-0.107718,-0.00627,0.010448,-0.18688,-0.08921,-0.124948,0.04355,0.034798,-0.050566,-0.067189,-0.205499,-0.142626,0.120086,-0.007909,-0.092216,0.046501,0.120093,0.034954,-0.070842,-0.203657,-0.114595,0.017448,-0.090947,0.079678,-0.067996,0.0702,-0.016361,-0.029588,0.182263,-0.12942,0.058821,0.170808,0.161205,-0.051911,0.180473,0.122692,-0.115096,0.107531,-0.226424,0.055588,-0.036475,0.129878,-0.212053,-0.031197,-0.021436,-0.079204,-0.055741,0.118604,0.025982,-0.052322,-0.098407,0.16244,-0.007365,0.072714,-0.192993,0.037621,-0.069954,0.080406,-0.001133,-0.301592,0.090764,0.013002,0.063253,-0.107457,-0.04031,-0.16265,-0.120261,-0.109422,0.070029,0.038514,0.084358,14
-0.033652,-0.022035,0.015093,0.034624,0.013216,0.022663,-0.001801,0.000355,-0.024878,0.041121,-0.046185,-0.060861,-0.013248,-0.002201,0.025624,0.038515,0.018662,0.001423,0.007353,0.025864,0.000511,0.020978,0.030198,0.008534,0.023733,-0.015869,-0.005094,0.026085,-0.027262,0.03562,-0.000407,0.00005,0.032637,0.015737,0.046498,-0.004423,-0.01463,0.008012,0.022132,0.044962,0.04349,-0.031883,0.01885,0.027623,-0.019494,-0.023166,-0.008851,0.026185,0.037425,0.012508,0.001933,0.035843,-0.026818,0.014984,-0.009766,0.02236,0.015471,-0.039422,0.034522,-0.000507,-0.037732,-0.045425,-0.00315,-0.042037,-0.009382,0.0131,0.002198,0.031883,-0.007723,0.008042,-0.00244,0.027973,-0.014932,0.017957,0.024658,0.014305,-0.015436,0.006444,-0.018775,0.015695,-0.030708,-0.005046,-0.023907,0.033549,-0.018921,0.015912,-0.010676,0.00102,0.039241,-0.035519,-0.004162,-0.00833,0.042694,0.029515,0.039578,0.002514,0.038141,-0.013606,-0.011057,-0.020645,14400
0.113033,0.061896,-0.050607,-0.101027,-0.032847,-0.05272,0.008647,0.006971,0.10159,-0.134583,0.138955,0.19676,0.008898,0.00003,-0.079086,-0.094488,-0.041607,-0.001767,-0.036034,-0.093633,-0.012098,-0.052289,-0.109065,-0.029341,-0.077087,0.057309,0.008496,-0.108894,0.0673,-0.111601,-0.019134,-0.011973,-0.16498,-0.076436,-0.124535,0.043537,0.028217,-0.038436,-0.049457,-0.190001,-0.136895,0.10234,-0.003643,-0.080091,0.047435,0.096884,0.029405,-0.06614,-0.185586,-0.098468,0.016939,-0.075868,0.073777,-0.0612,0.05969,-0.016414,-0.022408,0.163311,-0.104432,0.062008,0.147699,0.140464,-0.044142,0.15521,0.143618,-0.12099,0.123801,-0.236372,0.061913,-0.037378,0.151122,-0.220223,-0.04553,-0.008308,-0.070211,-0.054378,0.123908,0.033012,-0.083199,-0.107314,0.15935,-0.012986,0.062191,-0.19765,0.029894,-0.072433,0.085608,-0.005032,-0.322759,0.084653,0.012385,0.073233,-0.099164,-0.025713,-0.161424,-0.135215,-0.072038,0.072431,0.034413,0.096357,15
0.11251,0.064215,-0.054312,-0.123023,-0.026331,-0.070757,-0.015326,0.022277,0.092212,-0.137789,0.1533,0.194929,0.009365,0.015107,-0.097652,-0.102449,-0.051417,0.015828,-0.053073,-0.094471,-0.009708,-0.03619,-0.103354,-0.014295,-0.05915,0.059029,0.005121,-0.110479,0.070122,-0.107236,-0.014148,0.000892,-0.183916,-0.08253,-0.155199,0.046445,0.032812,-0.042717,-0.05753,-0.210038,-0.165047,0.127476,-0.021657,-0.087758,0.053323,0.11162,0.035125,-0.078837,-0.204804,-0.10621,0.013747,-0.087323,0.086908,-0.072053,0.062134,-0.029989,-0.031984,0.183977,-0.132404,0.059951,0.171444,0.165199,-0.050542,0.182184,0.149297,-0.122015,0.118477,-0.243132,0.062654,-0.047149,0.144725,-0.237405,-0.030625,-0.023391,-0.075723,-0.063807,0.135022,0.030732,-0.05953,-0.108356,0.180757,-0.002896,0.072943,-0.214197,0.044007,-0.071439,0.091616,0.004945,-0.334108,0.102587,0.011593,0.07534,-0.122209,-0.047472,-0.176736,-0.125847,-0.066217,0.073786,0.033435,0.102327,16
-0.003567,-0.00188,0.00123,0.005605,0.004767,0.004844,0.00728,-0.005909,-0.003102,0.009748,-0.013138,-0.005076,-0.008139,-0.002371,0.012807,0.007209,0.006991,-0.005837,0.007785,0.008741,-0.00274,0.003118,0.002911,-0.003738,0.005277,-0.001273,-0.00297,0.003007,0.000053,0.009959,-0.005929,0.000104,0.003405,0.004349,0.005016,-0.000874,-0.006492,0.00339,0.000492,0.007354,0.00307,-0.007872,-0.00224,0.008596,0.001106,-0.001308,-0.007406,0.006771,0.00313,0.000388,-0.002284,0.005819,-0.00013,0.001163,-0.000759,0.005231,0.003459,-0.002537,0.010124,-0.004541,-0.005292,-0.005679,0.000092,-0.006479,0.000636,0.000816,0.005256,0.00429,0.002039,-0.001597,0.002006,0.004985,-0.007607,0.000857,0.002725,0.005477,-0.00652,0.001396,-0.003052,-0.001894,-0.006978,0.003617,-0.003046,0.005569,-0.002001,0.002857,-0.003243,-0.002748,-0.000378,-0.006583,0.001142,-0.000652,0.002855,0.00825,0.004139,-0.003721,0.009295,-0.003753,-0.001909,-0.004647,16200
0.090681,0.04556,-0.05277,-0.137089,-0.019753,-0.087454,-0.041904,0.044628,0.08855,-0.144864,0.147451,0.168571,0.017801,0.043833,-0.116027,-0.122258,-0.062737,0.023404,-0.055398,-0.095377,0.010325,-0.033955,-0.08959,0.01352,-0.039249,0.060814,-0.012825,-0.08556,0.057207,-0.102158,-0.001458,0.019529,-0.164459,-0.077124,-0.108998,0.042487,0.024387,-0.04948,-0.05952,-0.17903,-0.116301,0.0997,-0.000232,-0.073844,0.045489,0.103283,0.03077,-0.065567,-0.175208,-0.096391,0.018862,-0.078657,0.066737,-0.056425,0.063735,-0.016913,-0.016993,0.153154,-0.111761,0.050401,0.152762,0.13769,-0.048747,0.156099,0.114032,-0.104341,0.09649,-0.196442,0.053646,-0.030283,0.117018,-0.187654,-0.025349,-0.016385,-0.070317,-0.047502,0.106514,0.02373,-0.049356,-0.08744,0.13912,-0.007213,0.064224,-0.177307,0.039851,-0.066573,0.072924,0.003792,-0.273161,0.082303,0.01675,0.060652,-0.095639,-0.028682,-0.145714,-0.110369,-0.08922,0.065508,0.034566,0.083811,17
0.11935,0.072206,-0.058364,-0.110252,-0.030778,-0.055853,0.004379,0.011062,0.099931,-0.126009,0.140374,0.204455,-0.00385,-0.004232,-0.076971,-0.08862,-0.038257,0.001221,-0.044116,-0.094511,-0.013353,-0.039711,-0.117523,-0.026063,-0.07254,0.054455,0.01098,-0.114105,0.066129,-0.115733,-0.023233,-0.010838,-0.179235,-0.077083,-0.154313,0.047017,0.025868,-0.034064,-0.060029,-0.202485,-0.168791,0.126991,-0.027753,-0.079377,0.052922,0.105258,0.029781,-0.081277,-0.203261,-0.101213,0.021795,-0.074541,0.089025,-0.08377,0.060093,-0.03326,-0.031107,0.183155,-0.119591,0.060825,0.162976,0.157356,-0.047758,0.167282,0.164966,-0.140114,0.140849,-0.261412,0.071463,-0.04797,0.167953,-0.257951,-0.050035,-0.007749,-0.07327,-0.063607,0.137861,0.038033,-0.094687,-0.114559,0.189031,-0.00281,0.070223,-0.227593,0.038467,-0.073788,0.102015,0.003046,-0.366548,0.096568,0.011702,0.089912,-0.114911,-0.028431,-0.185569,-0.15379,-0.061207,0.084924,0.039185,0.112203,18
-0.023149,-0.008622,0.013443,0.03176,0.014922,0.016201,-0.000693,-0.005342,-0.021342,0.035589,-0.03084,-0.04791,-0.00466,-0.003003,0.020552,0.028081,0.007869,-0.003393,0.004921,0.019917,0.001694,0.019022,0.023557,0.005716,0.014565,-0.015357,-0.006836,0.018348,-0.017435,0.024722,-0.002166,-0.004644,0.031487,0.008855,0.035572,-0.002436,-0.013322,0.011529,0.019393,0.041991,0.036261,-0.022739,0.007875,0.01712,-0.007673,-0.021113,-0.010572,0.022654,0.03284,0.019908,-0.002912,0.028723,-0.022208,0.013452,-0.009928,0.014142,0.011319,-0.030247,0.032851,-0.010225,-0.026895,-0.029133,0.002147,-0.035482,-0.009668,0.014193,-0.0032,0.030143,-0.003534,0.011321,-0.005338,0.021029,-0.007928,0.017737,0.024743,0.012637,-0.010136,0.002543,-0.014221,0.008258,-0.030702,-0.007529,-0.013415,0.027236,-0.012263,0.015989,-0.006834,-0.005305,0.038732,-0.024321,-0.009571,-0.006528,0.028504,0.015074,0.029622,0.000399,0.031979,-0.017301,-0.004866,-0.011504,18000
0.092148,0.048825,-0.049868,-0.115544,-0.016404,-0.068906,-0.019489,0.036386,0.083303,-0.126933,0.136602,0.166148,0.002464,0.024096,-0.086148,-0.095384,-0.047292,0.017711,-0.053105,-0.083945,-0.001615,-0.023497,-0.094313,-0.000089,-0.043737,0.057095,-0.000833,-0.098118,0.060762,-0.096669,-0.012584,0.006734,-0.151965,-0.073587,-0.112596,0.042197,0.019597,-0.039493,-0.047917,-0.172569,-0.122687,0.100853,-0.006713,-0.066186,0.034395,0.092629,0.022375,-0.054383,-0.169692,-0.088928,0.018714,-0.066955,0.065082,-0.064036,0.056805,-0.013474,-0.015974,0.150382,-0.09439,0.054912,0.137641,0.127883,-0.047502,0.142776,0.129047,-0.106036,0.110431,-0.209156,0.052733,-0.035331,0.132491,-0.19457,-0.036938,-0.004712,-0.051059,-0.044544,0.112703,0.031867,-0.078921,-0.094751,0.145792,-0.001857,0.054776,-0.17986,0.033069,-0.061129,0.076184,-0.004004,-0.283409,0.06947,0.008751,0.069464,-0.080909,-0.019598,-0.140066,-0.121159,-0.071378,0.062228,0.022735,0.085188,19
-0.029838,-0.01378,0.018492,0.041645,0.010149,0.02771,0.015227,-0.007327,-0.026034,0.05139,-0.046185,-0.054671,-0.01237,-0.016045,0.035459,0.045314,0.016394,-0.007915,0.009139,0.032902,-0.005767,0.020492,0.029494,-0.001611,0.019832,-0.016121,0.003279,0.027979,-0.021025,0.037562,0.000348,-0.009659,0.039242,0.016771,0.036705,-0.012133,-0.020989,0.01208,0.023354,0.052189,0.043251,-0.033687,0.004934,0.026678,-0.014018,-0.02501,-0.01106,0.026037,0.036861,0.027887,-0.001287,0.032219,-0.02369,0.016437,-0.009692,0.009903,0.013156,-0.041156,0.040663,-0.004155,-0.036436,-0.042216,0.008935,-0.043641,-0.016783,0.021387,-0.004584,0.039342,-0.013278,0.009096,-0.016234,0.035694,-0.01301,0.019692,0.022045,0.013504,-0.019132,-0.000187,-0.011038,0.01973,-0.032886,0.00341,-0.016216,0.036595,-0.015995,0.021132,-0.010572,-0.001843,0.053544,-0.025972,-0.006431,-0.011518,0.034469,0.021584,0.044323,0.009777,0.045809,-0.016942,-0.018033,-0.016563,19800
0.116105,0.064337,-0.053332,-0.122483,-0.034546,-0.066088,-0.011854,0.019816,0.102883,-0.136329,0.143119,0.193764,0.009818,0.015421,-0.096981,-0.108401,-0.052578,0.015068,-0.04821,-0.094481,-0.006042,-0.038792,-0.105617,-0.011276,-0.060091,0.056168,0.005551,-0.104191,0.064732,-0.109631,-0.021796,0.002867,-0.179837,-0.088145,-0.141952,0.046181,0.028613,-0.049639,-0.061541,-0.211499,-0.152098,0.12502,-0.012258,-0.084362,0.052218,0.108377,0.033067,-0.070967,-0.199577,-0.108935,0.020881,-0.080661,0.079661,-0.076464,0.069826,-0.018964,-0.027035,0.181385,-0.116886,0.064231,0.167659,0.153831,-0.051018,0.172093,0.140317,-0.121495,0.118717,-0.239297,0.065631,-0.043443,0.149702,-0.228662,-0.03309,-0.020687,-0.074167,-0.059026,0.132639,0.023434,-0.063253,-0.108094,0.172627,-0.004071,0.070323,-0.212584,0.04558,-0.071273,0.086366,0.004214,-0.331425,0.096785,0.014143,0.074895,-0.114973,-0.045797,-0.170465,-0.129161,-0.063937,0.079661,0.03806,0.101948,2
0.113714,0.064058,-0.044493,-0.093555,-0.02479,-0.038526,0.003906,0.014435,0.091961,-0.10816,0.122316,0.179013,-0.003531,-0.007672,-0.069614,-0.076897,-0.035401,0.009026,-0.044878,-0.090299,-0.015361,-0.032513,-0.110655,-0.019736,-0.065515,0.05802,0.000785,-0.09993,0.06097,-0.093585,-0.028061,-0.013795,-0.163061,-0.075357,-0.145822,0.05101,0.018958,-0.032781,-0.047585,-0.185885,-0.164505,0.114497,-0.027525,-0.07543,0.043652,0.093885,0.024941,-0.073115,-0.186632,-0.096208,0.015386,-0.07044,0.087556,-0.075203,0.057111,-0.029933,-0.024282,0.164585,-0.102973,0.05997,0.145296,0.145474,-0.048364,0.165199,0.171363,-0.134265,0.15034,-0.253764,0.065807,-0.045284,0.175825,-0.255016,-0.057744,0.005183,-0.061274,-0.058236,0.134697,0.045313,-0.111644,-0.112615,0.170167,-0.003678,0.063309,-0.22133,0.030117,-0.063729,0.097517,-0.005232,-0.358445,0.076238,0.014503,0.086359,-0.090657,-0.013782,-0.164619,-0.163806,-0.030037,0.076545,0.033398,0.107792,20
0.104459,0.053575,-0.051658,-0.11604,-0.028265,-0.069939,-0.015673,0.020884,0.089866,-0.132136,0.143291,0.179529,0.005451,0.017358,-0.096754,-0.0967,-0.048953,0.014441,-0.048232,-0.094913,-0.002653,-0.036337,-0.099739,-0.001528,-0.060811,0.056423,-0.00726,-0.104477,0.065381,-0.096173,-0.009824,-0.002217,-0.176247,-0.088566,-0.099356,0.044302,0.012022,-0.044977,-0.04504,-0.18829,-0.113147,0.095717,0.012354,-0.073222,0.039227,0.118292,0.028082,-0.056424,-0.197869,-0.11428,0.023182,-0.062135,0.05441,-0.06111,0.070906,-0.000421,-0.012614,0.157576,-0.098415,0.066365,0.1593,0.131221,-0.061593,0.159389,0.143617,-0.122268,0.124649,-0.232484,0.064021,-0.037689,0.152841,-0.231773,-0.044566,-0.003672,-0.060951,-0.054034,0.128301,0.033284,-0.081858,-0.102882,0.160117,-0.001688,0.068308,-0.198464,0.030118,-0.06483,0.092752,-0.002693,-0.324963,0.08297,0.008308,0.077992,-0.0956,-0.023581,-0.160654,-0.13803,-0.060863,0.072218,0.034653,0.103441,21
-0.011225,-0.006475,0.003844,0.006521,0.00424,0.001601,-0.004117,0.009691,-0.013837,0.016605,-0.013936,-0.025428,-0.006499,0.001736,0.008335,0.011383,0.005228,0.00361,0.001288,0.007654,-0.00196,0.010246,0.009662,0.005375,0.010426,-0.005279,-0.000721,0.005252,-0.009917,0.010068,0.003966,0.001401,0.005631,0.004839,0.022166,-0.002179,-0.014102,0.00297,0.004017,0.010511,0.027318,-0.011855,0.011513,0.003976,-0.003094,0.002407,-0.009287,0.009025,0.008859,-0.0026,0.001823,0.017287,-0.013426,0.009714,0.006155,0.015963,0.015462,-0.011712,0.014369,-0.000164,-0.009983,-0.012185,-0.005988,-0.014313,0.004662,0.004444,0.004592,0.011285,0.000758,0.002761,0.006154,0.003904,-0.014674,0.013751,0.007972,0.002486,-0.006049,0.007653,-0.01488,0.002321,-0.010572,-0.003904,-0.013112,0.004543,-0.014648,0.001227,-0.002649,-0.005162,0.01041,-0.011949,0.000543,-0.001037,0.023654,0.019763,0.012239,-0.005846,0.011264,-0.010702,-0.005119,-0.009669,21600
0.115552,0.067249,-0.048249,-0.099793,-0.029151,-0.047686,0.010307,0.007372,0.092895,-0.120573,0.135337,0.192112,0.00506,-0.006227,-0.078379,-0.080362,-0.038913,0.003594,-0.041073,-0.094851,-0.018243,-0.04049,-0.111748,-0.02575,-0.072838,0.055856,0.007336,-0.110668,0.062902,-0.10409,-0.025417,-0.008694,-0.172101,-0.083843,-0.133528,0.045105,0.019917,-0.039517,-0.049701,-0.198486,-0.146179,0.117021,-0.016204,-0.074816,0.045312,0.099486,0.030272,-0.071259,-0.195915,-0.100852,0.015186,-0.074295,0.074745,-0.073391,0.060771,-0.022882,-0.019055,0.172189,-0.115475,0.057972,0.164007,0.147521,-0.053583,0.164488,0.156299,-0.135574,0.142881,-0.253197,0.070234,-0.040171,0.166282,-0.248989,-0.058076,-0.003933,-0.064707,-0.050416,0.134734,0.042979,-0.103198,-0.109555,0.167086,-0.011482,0.062252,-0.220049,0.030141,-0.074212,0.091663,-0.002534,-0.353556,0.083743,0.009444,0.0817,-0.096801,-0.014186,-0.164397,-0.152892,-0.0493,0.073907,0.040129,0.107083,22
0.10903,0.060079,-0.051525,-0.084847,-0.025176,-0.030528,0.019117,0.000467,0.088105,-0.103117,0.121135,0.176753,-0.007368,-0.01459,-0.056732,-0.063834,-0.023043,-0.003407,-0.037849,-0.077948,-0.023364,-0.036851,-0.1082,-0.030506,-0.070785,0.052598,0.013628,-0.101281,0.056952,-0.096841,-0.025361,-0.024243,-0.162013,-0.071942,-0.128671,0.049602,0.016083,-0.029682,-0.043742,-0.177006,-0.135691,0.100085,-0.009975,-0.063789,0.040965,0.093097,0.018618,-0.060254,-0.184645,-0.094228,0.023686,-0.057565,0.069469,-0.070765,0.061293,-0.018451,-0.020743,0.158884,-0.095464,0.059903,0.148967,0.138141,-0.048948,0.152417,0.16111,-0.132578,0.13699,-0.24751,0.067756,-0.038512,0.164667,-0.239374,-0.058335,0.00126,-0.056921,-0.052849,0.131431,0.039185,-0.104106,-0.11016,0.164801,-0.000538,0.065259,-0.212614,0.026792,-0.066224,0.099003,0.000637,-0.342497,0.075177,0.012646,0.079746,-0.093311,-0.020463,-0.160979,-0.153287,-0.031958,0.070697,0.024949,0.102515,23
