@relation 'Word vectors calculated from:tweets-weka.filters.unsupervised.attribute.Dl4jStringToWord2Vec-allowParallelTokenization-batchSize512-learningRate0.025-minLearningRate1.0E-4-negative0.0-sampling0.0-useHierarchicSoftmax-actionWORD_VECTOR-concat_words15-embedding_prefixembedding--epochs1-iterations1-layerSize100-minWordFrequency5-preprocessorweka.dl4j.text.tokenization.preprocessor.CommonPreProcessor-seed1-stopWordsHandlerweka.dl4j.text.stopwords.Dl4jNull-index1-tokenizerFactoryweka.dl4j.text.tokenization.tokenizer.factory.DefaultTokenizerFactory-windowSize5-workers8'

@attribute embedding-0 numeric
@attribute embedding-1 numeric
@attribute embedding-2 numeric
@attribute embedding-3 numeric
@attribute embedding-4 numeric
@attribute embedding-5 numeric
@attribute embedding-6 numeric
@attribute embedding-7 numeric
@attribute embedding-8 numeric
@attribute embedding-9 numeric
@attribute embedding-10 numeric
@attribute embedding-11 numeric
@attribute embedding-12 numeric
@attribute embedding-13 numeric
@attribute embedding-14 numeric
@attribute embedding-15 numeric
@attribute embedding-16 numeric
@attribute embedding-17 numeric
@attribute embedding-18 numeric
@attribute embedding-19 numeric
@attribute embedding-20 numeric
@attribute embedding-21 numeric
@attribute embedding-22 numeric
@attribute embedding-23 numeric
@attribute embedding-24 numeric
@attribute embedding-25 numeric
@attribute embedding-26 numeric
@attribute embedding-27 numeric
@attribute embedding-28 numeric
@attribute embedding-29 numeric
@attribute embedding-30 numeric
@attribute embedding-31 numeric
@attribute embedding-32 numeric
@attribute embedding-33 numeric
@attribute embedding-34 numeric
@attribute embedding-35 numeric
@attribute embedding-36 numeric
@attribute embedding-37 numeric
@attribute embedding-38 numeric
@attribute embedding-39 numeric
@attribute embedding-40 numeric
@attribute embedding-41 numeric
@attribute embedding-42 numeric
@attribute embedding-43 numeric
@attribute embedding-44 numeric
@attribute embedding-45 numeric
@attribute embedding-46 numeric
@attribute embedding-47 numeric
@attribute embedding-48 numeric
@attribute embedding-49 numeric
@attribute embedding-50 numeric
@attribute embedding-51 numeric
@attribute embedding-52 numeric
@attribute embedding-53 numeric
@attribute embedding-54 numeric
@attribute embedding-55 numeric
@attribute embedding-56 numeric
@attribute embedding-57 numeric
@attribute embedding-58 numeric
@attribute embedding-59 numeric
@attribute embedding-60 numeric
@attribute embedding-61 numeric
@attribute embedding-62 numeric
@attribute embedding-63 numeric
@attribute embedding-64 numeric
@attribute embedding-65 numeric
@attribute embedding-66 numeric
@attribute embedding-67 numeric
@attribute embedding-68 numeric
@attribute embedding-69 numeric
@attribute embedding-70 numeric
@attribute embedding-71 numeric
@attribute embedding-72 numeric
@attribute embedding-73 numeric
@attribute embedding-74 numeric
@attribute embedding-75 numeric
@attribute embedding-76 numeric
@attribute embedding-77 numeric
@attribute embedding-78 numeric
@attribute embedding-79 numeric
@attribute embedding-80 numeric
@attribute embedding-81 numeric
@attribute embedding-82 numeric
@attribute embedding-83 numeric
@attribute embedding-84 numeric
@attribute embedding-85 numeric
@attribute embedding-86 numeric
@attribute embedding-87 numeric
@attribute embedding-88 numeric
@attribute embedding-89 numeric
@attribute embedding-90 numeric
@attribute embedding-91 numeric
@attribute embedding-92 numeric
@attribute embedding-93 numeric
@attribute embedding-94 numeric
@attribute embedding-95 numeric
@attribute embedding-96 numeric
@attribute embedding-97 numeric
@attribute embedding-98 numeric
@attribute embedding-99 numeric
@attribute word_id string

@data
-0.024287,-0.013034,0.012213,0.023,0.012111,0.019464,0.006061,-0.004513,-0.015993,0.033306,-0.027141,-0.039299,-0.008304,-0.000847,0.016628,0.021656,0.011878,-0.003882,0.008949,0.012911,0.00037,0.014743,0.015852,-0.001494,0.011122,-0.014382,-0.005582,0.016091,-0.014978,0.026935,-0.002707,0.000937,0.025641,0.008223,0.029331,-0.005138,-0.014962,0.005152,0.016107,0.029592,0.032709,-0.022356,0.011838,0.02003,-0.011765,-0.011766,-0.013262,0.014489,0.027308,0.014144,0.002208,0.018768,-0.020884,0.015204,-0.005069,0.007153,0.010518,-0.026034,0.026476,0.001086,-0.024544,-0.029042,0.00217,-0.026301,-0.010305,0.010672,-0.007769,0.024763,-0.007659,0.006514,-0.010383,0.019312,-0.008871,0.016295,0.018725,0.009779,-0.008156,0.003497,-0.005945,0.012155,-0.027149,-0.003339,-0.009682,0.021394,-0.013126,0.012758,-0.004393,0.001291,0.027501,-0.022755,-0.001048,-0.008573,0.020497,0.019919,0.022022,0.004646,0.032832,-0.016221,-0.010868,-0.012656,25200
-0.05564,-0.023022,0.036395,0.098278,0.036759,0.082731,0.031542,-0.012752,-0.053384,0.115693,-0.100962,-0.122841,-0.040157,-0.035111,0.086002,0.109236,0.055336,-0.009954,0.025993,0.060452,-0.020121,0.052434,0.043936,-0.021728,0.032635,-0.042212,0.003701,0.044178,-0.044143,0.074342,-0.012263,-0.012145,0.075824,0.031064,0.060599,-0.018991,-0.042138,0.039408,0.047308,0.100995,0.070541,-0.060059,0.007871,0.05741,-0.032996,-0.056045,-0.038561,0.045232,0.080474,0.045872,0.004141,0.075787,-0.04038,0.017536,-0.027938,0.025198,0.033914,-0.087362,0.080801,-0.012088,-0.078989,-0.086087,0.008094,-0.087555,0.009052,0.009346,0.033301,0.040964,-0.007145,0.011243,0.024767,0.018942,-0.05,0.052879,0.062665,0.022193,-0.018128,0.019676,-0.079721,0.013143,-0.047681,-0.006222,-0.043992,0.042342,-0.042604,0.032108,-0.002866,-0.004418,0.033578,-0.063196,-0.010496,0.00252,0.076635,0.058568,0.064178,-0.022218,0.137042,-0.028397,-0.027735,-0.015687,28800
0.088268,0.045642,-0.04848,-0.110795,-0.016377,-0.067383,-0.021672,0.035812,0.079093,-0.122068,0.12709,0.160528,0.008313,0.020358,-0.089824,-0.09626,-0.04737,0.015689,-0.042965,-0.079878,-0.005305,-0.02548,-0.086537,-0.001495,-0.040473,0.052355,-0.004979,-0.090875,0.055265,-0.089689,-0.013366,0.007545,-0.153999,-0.070305,-0.095504,0.037614,0.016424,-0.037613,-0.044284,-0.170866,-0.112489,0.088326,0.000772,-0.068415,0.040065,0.099568,0.027795,-0.049016,-0.172108,-0.094969,0.013196,-0.067449,0.061371,-0.053398,0.062178,-0.011967,-0.018795,0.145645,-0.090894,0.057519,0.142923,0.120826,-0.049701,0.140825,0.118948,-0.097859,0.098875,-0.195587,0.052783,-0.032572,0.122032,-0.187116,-0.033241,-0.012055,-0.059557,-0.048965,0.106779,0.023293,-0.059954,-0.086221,0.13966,-0.009663,0.059746,-0.172023,0.025713,-0.061192,0.074725,0.000427,-0.263176,0.070306,0.007415,0.062171,-0.086075,-0.022792,-0.143112,-0.102563,-0.072945,0.062365,0.023897,0.077408,3
-0.028738,-0.013839,0.013118,0.025937,0.013177,0.021208,0.001591,0.006223,-0.020276,0.03812,-0.034156,-0.052877,-0.007787,-0.007931,0.024187,0.029964,0.01333,0.006083,0.006301,0.017093,-0.001369,0.026286,0.023876,0.007993,0.020201,-0.014102,-0.002557,0.016001,-0.018857,0.029368,0.00349,0.006432,0.023017,0.005682,0.031997,-0.006423,-0.020655,0.007633,0.019547,0.038169,0.041179,-0.026043,0.016929,0.022107,-0.007283,-0.016006,-0.015262,0.022258,0.024055,0.009864,0.005431,0.033175,-0.025726,0.011527,-0.009758,0.014838,0.021481,-0.032344,0.035108,0.005,-0.022356,-0.02917,0.000906,-0.031328,0.003196,0.002721,0.014327,0.022544,-0.009235,0.012826,0.012037,0.008417,-0.021999,0.029984,0.031117,0.01457,-0.002732,0.010771,-0.035951,0.002158,-0.018347,-0.008016,-0.020607,0.013452,-0.021036,0.011851,0.002999,-0.004854,0.010577,-0.031372,-0.011818,0.002114,0.040202,0.031774,0.026596,-0.015502,0.0402,-0.008451,-0.011068,-0.010172,32400
-0.011281,-0.002954,0.012472,0.035828,0.004353,0.029468,0.016411,-0.004845,-0.017394,0.037763,-0.03497,-0.041391,-0.014294,-0.018866,0.030114,0.034264,0.019998,-0.003411,0.007436,0.019283,-0.009661,0.016454,0.014793,-0.00952,0.003901,-0.012255,-0.001172,0.018866,-0.011393,0.018387,-0.005674,-0.004104,0.031259,0.014942,0.019443,-0.011034,-0.013074,0.009185,0.009756,0.036868,0.023669,-0.021911,-0.003658,0.014149,-0.007893,-0.02732,-0.013132,0.007354,0.031191,0.023883,0.000138,0.019061,-0.009067,0.004693,-0.009578,-0.001801,0.008883,-0.028402,0.023286,-0.004108,-0.02855,-0.021327,0.007272,-0.031408,-0.001042,0.007642,0.000221,0.024159,0.000609,0.000264,-0.008413,0.019893,-0.00262,0.00859,0.013035,0.01203,-0.012451,0.005945,-0.007528,0.007437,-0.020918,0.000918,-0.008457,0.019154,-0.011391,0.014759,-0.003634,-0.000049,0.021753,-0.019895,-0.002373,-0.004504,0.02395,0.015866,0.02715,0.007079,0.041369,-0.012003,-0.010462,-0.006673,34200
-0.018136,0.006102,0.057517,0.282334,0.035114,0.246748,0.185235,-0.123416,-0.074749,0.282243,-0.223662,-0.176789,-0.108448,-0.185568,0.2485,0.306025,0.162994,-0.082141,0.08148,0.111882,-0.099473,0.073783,0.022098,-0.139753,-0.026794,-0.077696,0.050792,0.02617,-0.060515,0.107678,-0.079879,-0.1005,0.131376,0.053705,0.024864,-0.018008,-0.079057,0.095946,0.084842,0.147395,0.029718,-0.05858,-0.038786,0.103117,-0.043385,-0.125533,-0.067103,0.045826,0.095836,0.10232,0.004218,0.143918,-0.029119,-0.017785,-0.050882,0.013667,0.028954,-0.106897,0.137928,-0.01319,-0.14077,-0.100667,0.012381,-0.131904,0.105834,-0.037643,0.117536,-0.026525,0.024417,-0.006873,0.115737,-0.079674,-0.103778,0.087568,0.084885,0.008155,0.016516,0.036088,-0.186163,-0.01961,-0.004016,0.026188,-0.035222,-0.024615,-0.051199,0.033154,0.035948,-0.018522,-0.106101,-0.077688,-0.014741,0.059627,0.075114,0.069138,0.034841,-0.089997,0.373088,-0.022158,-0.037132,0.037099,3600
-0.064474,-0.02503,0.073355,0.26318,0.052266,0.220316,0.136533,-0.085188,-0.10768,0.281559,-0.234843,-0.234485,-0.105254,-0.137322,0.224713,0.289699,0.145722,-0.044817,0.070506,0.11313,-0.065911,0.099339,0.057664,-0.087492,0.017844,-0.080629,0.023569,0.060439,-0.079653,0.144325,-0.05471,-0.069749,0.154771,0.073008,0.092724,-0.022854,-0.084684,0.094594,0.096841,0.199464,0.097346,-0.104815,-0.004046,0.124621,-0.056098,-0.132178,-0.080647,0.076067,0.124298,0.104727,0.006072,0.166072,-0.064737,0.018882,-0.058959,0.035916,0.049683,-0.149436,0.168225,-0.009535,-0.165298,-0.148273,0.008969,-0.16137,0.067344,-0.013968,0.113231,0.026521,0.005679,0.016983,0.099188,-0.040467,-0.114645,0.115563,0.109305,0.028675,-0.001779,0.048017,-0.192182,-0.001801,-0.05433,0.006718,-0.065258,0.023086,-0.072874,0.05722,0.030064,-0.020799,-0.039247,-0.115859,-0.026658,0.039079,0.130821,0.112539,0.090139,-0.09779,0.32427,-0.038753,-0.047132,0.0105,36000
-0.030066,-0.015461,0.016875,0.037837,0.014149,0.020413,0.008948,0.000352,-0.021627,0.042755,-0.035097,-0.05292,-0.005345,-0.003536,0.025246,0.038452,0.0186,-0.001562,0.004741,0.018463,-0.002416,0.026597,0.023459,0.002922,0.022577,-0.01499,-0.000512,0.021966,-0.016286,0.03291,-0.001476,0.004688,0.031753,0.020156,0.040835,-0.012793,-0.021029,0.011451,0.016165,0.047978,0.041503,-0.033314,0.011955,0.029534,-0.012754,-0.027748,-0.010842,0.020653,0.038618,0.018577,-0.000608,0.030243,-0.025029,0.010853,-0.012873,0.013661,0.015373,-0.042717,0.038248,-0.004563,-0.038941,-0.042126,0.000319,-0.036813,-0.005848,0.015134,0.006195,0.034724,-0.003863,0.00601,-0.002899,0.024069,-0.01712,0.020345,0.024266,0.018279,-0.013289,0.012195,-0.026003,0.005274,-0.028612,-0.008686,-0.022409,0.024183,-0.016841,0.011999,-0.00991,-0.006962,0.035944,-0.027575,-0.005285,0.000047,0.038077,0.028412,0.0349,0.001259,0.042091,-0.016266,-0.015754,-0.015614,39600
0.110628,0.060618,-0.048085,-0.107115,-0.02702,-0.057329,-0.001893,0.020624,0.085555,-0.121521,0.138218,0.182723,0.005886,0.009016,-0.087592,-0.093894,-0.043429,0.008413,-0.044477,-0.092426,-0.011331,-0.034224,-0.104243,-0.018069,-0.062835,0.058868,0.002123,-0.102965,0.061762,-0.105328,-0.023602,0.001228,-0.172827,-0.079668,-0.137813,0.042838,0.027222,-0.039405,-0.053916,-0.191142,-0.146402,0.120218,-0.020445,-0.074088,0.045459,0.105159,0.028778,-0.070921,-0.190734,-0.097787,0.019897,-0.077477,0.07575,-0.074705,0.059852,-0.027617,-0.020996,0.165598,-0.116999,0.060418,0.15304,0.153974,-0.046437,0.165377,0.143248,-0.12379,0.11966,-0.235394,0.06261,-0.0469,0.141962,-0.226173,-0.030244,-0.019006,-0.074681,-0.062606,0.126519,0.029044,-0.060715,-0.100946,0.171896,0.00561,0.073407,-0.20656,0.04216,-0.068001,0.080181,-0.001558,-0.319952,0.094546,0.016774,0.072913,-0.114874,-0.040228,-0.168681,-0.128244,-0.057859,0.075485,0.036285,0.103834,4
0.004953,0.003199,0.009717,0.030663,-0.002586,0.028749,0.021587,-0.021575,-0.005904,0.027522,-0.022212,-0.009152,-0.011805,-0.019826,0.026946,0.031171,0.014807,-0.019228,0.012657,0.015165,-0.005194,-0.007344,0.003864,-0.020963,-0.01269,-0.013149,0.010961,0.001594,-0.007504,0.005994,-0.006889,-0.018015,0.028463,0.013847,0.001709,-0.003087,-0.00661,0.009074,0.003772,0.022875,0.007049,-0.003553,-0.011653,0.008227,0.000697,-0.024299,-0.002297,0.002581,0.024478,0.023585,-0.003861,0.014029,0.001385,-0.00355,-0.012873,-0.011177,-0.002091,-0.015315,0.009233,-0.009295,-0.021273,-0.010114,0.010369,-0.023277,-0.006635,0.007357,-0.013743,0.021378,0.001119,0.00005,-0.008526,0.014071,0.002607,-0.000076,0.00767,0.000239,-0.007605,-0.004116,0.004096,0.006203,-0.015236,0.008965,-0.006948,0.017618,-0.002373,0.002912,-0.002511,-0.000689,0.020744,-0.006218,0.002437,-0.002296,0.003261,-0.002454,0.016016,0.013148,0.029374,-0.010503,-0.002968,-0.001704,43200
0.104449,0.051748,-0.057863,-0.136674,-0.020626,-0.07787,-0.027047,0.039943,0.091571,-0.145344,0.157296,0.188226,0.00643,0.026491,-0.109429,-0.111044,-0.063174,0.025554,-0.059182,-0.101045,-0.003024,-0.027554,-0.105216,0.000965,-0.054444,0.065568,-0.008318,-0.099803,0.059229,-0.103807,-0.008548,0.013137,-0.178325,-0.086334,-0.147772,0.047636,0.024205,-0.049561,-0.063253,-0.210937,-0.161605,0.127529,-0.013682,-0.088035,0.046122,0.108673,0.032869,-0.077589,-0.201507,-0.105478,0.014487,-0.08111,0.081858,-0.072045,0.067656,-0.020992,-0.028093,0.182487,-0.121199,0.059541,0.165781,0.164559,-0.056111,0.181935,0.159038,-0.131398,0.128973,-0.255603,0.065287,-0.041263,0.15543,-0.242633,-0.040583,-0.012616,-0.071415,-0.061107,0.140877,0.037044,-0.078451,-0.110631,0.181698,-0.010472,0.071939,-0.220925,0.042874,-0.078374,0.089573,-0.000785,-0.351831,0.099171,0.010016,0.073776,-0.114947,-0.036196,-0.179818,-0.14219,-0.075747,0.080252,0.035359,0.102061,5
0.099127,0.048383,-0.050679,-0.125053,-0.026066,-0.075158,-0.021561,0.035287,0.087122,-0.143972,0.147316,0.180897,0.016303,0.022965,-0.101677,-0.111141,-0.059165,0.024793,-0.052908,-0.096481,0.001929,-0.032343,-0.097795,0.005291,-0.049567,0.057997,-0.000276,-0.101724,0.059774,-0.102286,-0.012465,0.004735,-0.16028,-0.070724,-0.130513,0.045981,0.02585,-0.042372,-0.057458,-0.184975,-0.140033,0.113968,-0.013008,-0.078998,0.047253,0.101596,0.025499,-0.067137,-0.179467,-0.091491,0.018644,-0.076061,0.075884,-0.0662,0.058003,-0.022975,-0.025144,0.157532,-0.115116,0.058269,0.153746,0.145154,-0.045327,0.153038,0.150187,-0.127091,0.128531,-0.242702,0.061021,-0.041081,0.151486,-0.237987,-0.045787,-0.00649,-0.064304,-0.047597,0.13166,0.036879,-0.084069,-0.110387,0.165444,-0.015378,0.06613,-0.208431,0.033551,-0.074276,0.089469,-0.003813,-0.331658,0.087414,0.01512,0.073264,-0.097312,-0.020827,-0.167653,-0.149086,-0.082978,0.076382,0.035276,0.097265,6
0.098144,0.048847,-0.053227,-0.123933,-0.026706,-0.078943,-0.032346,0.033754,0.084722,-0.139849,0.146854,0.176706,0.00896,0.028543,-0.106455,-0.109701,-0.055595,0.029365,-0.049829,-0.088935,0.002053,-0.026982,-0.093016,0.011417,-0.042582,0.05995,-0.008781,-0.098853,0.062667,-0.101134,-0.005996,0.01351,-0.168262,-0.081389,-0.116561,0.041675,0.021932,-0.038925,-0.048372,-0.184276,-0.122222,0.097589,0.003037,-0.070693,0.044389,0.107061,0.028075,-0.057399,-0.186222,-0.103675,0.020899,-0.072437,0.058394,-0.05748,0.060926,-0.007599,-0.017532,0.159757,-0.109598,0.057926,0.152513,0.13698,-0.049085,0.159068,0.135545,-0.11148,0.125968,-0.221625,0.060316,-0.034662,0.138613,-0.216874,-0.044662,-0.00863,-0.057,-0.048985,0.116954,0.034512,-0.077265,-0.097613,0.156017,-0.01379,0.058349,-0.191763,0.030731,-0.063155,0.08238,-0.002179,-0.308799,0.078275,0.007313,0.0729,-0.086666,-0.017062,-0.14764,-0.138753,-0.07929,0.073079,0.028713,0.087438,7
-0.00491,0.022798,0.093229,0.425806,0.009593,0.381076,0.332267,-0.231795,-0.092366,0.423739,-0.324557,-0.216406,-0.150378,-0.317828,0.380319,0.444941,0.267975,-0.186804,0.141384,0.17752,-0.183802,0.032674,0.000244,-0.290637,-0.091969,-0.144344,0.126898,0.030105,-0.077222,0.119384,-0.141849,-0.205977,0.064306,0.016767,0.036752,0.020969,-0.10624,0.072685,0.101762,0.08775,0.021558,-0.050033,-0.026408,0.088611,-0.047471,-0.092796,-0.083669,0.048843,0.049434,0.078779,0.00874,0.175669,-0.024843,-0.039112,-0.026332,0.064832,0.047331,-0.08225,0.153061,0.021909,-0.090758,-0.084727,-0.025342,-0.086393,0.199966,-0.084842,0.177767,-0.11482,0.039858,-0.024337,0.205712,-0.179935,-0.166491,0.133532,0.099853,0.00006,0.058228,0.057808,-0.285667,-0.082672,0.016907,0.002793,-0.040704,-0.091746,-0.07597,0.030519,0.07811,-0.041091,-0.222348,-0.097132,-0.023635,0.092231,0.091522,0.116545,0.015518,-0.153241,0.504183,-0.041869,-0.055857,0.053141,7200
0.10426,0.056445,-0.042474,-0.084271,-0.023899,-0.042073,0.005013,0.007913,0.079165,-0.102149,0.113835,0.162429,-0.003581,-0.006574,-0.067685,-0.065612,-0.029723,0.003744,-0.040492,-0.074014,-0.017205,-0.033167,-0.10019,-0.024664,-0.061105,0.051851,0.003694,-0.098624,0.055852,-0.09413,-0.024033,-0.010442,-0.148678,-0.066417,-0.11508,0.041372,0.015453,-0.029705,-0.037655,-0.165144,-0.126543,0.096553,-0.01255,-0.061555,0.031902,0.083442,0.021454,-0.052501,-0.174355,-0.087022,0.017231,-0.051211,0.067622,-0.063025,0.057878,-0.011677,-0.017847,0.146081,-0.086542,0.059149,0.132745,0.127889,-0.043196,0.13552,0.138281,-0.115516,0.13219,-0.216969,0.056092,-0.038162,0.145696,-0.213375,-0.055044,0.006046,-0.050472,-0.048126,0.118721,0.040693,-0.097888,-0.099177,0.147847,-0.000044,0.050275,-0.186528,0.020671,-0.058972,0.081331,0.001102,-0.305361,0.059753,0.012201,0.071402,-0.073617,-0.017135,-0.144749,-0.133354,-0.020295,0.060355,0.031419,0.088947,8
0.108896,0.056617,-0.061031,-0.145884,-0.033658,-0.087458,-0.031448,0.03068,0.100876,-0.168439,0.166918,0.20126,0.018188,0.031658,-0.117208,-0.13718,-0.066215,0.025915,-0.060625,-0.103634,0.007557,-0.044691,-0.103087,0.010538,-0.05794,0.071424,-0.00392,-0.102769,0.075258,-0.113747,-0.001779,0.00662,-0.175262,-0.076325,-0.150756,0.045611,0.041867,-0.047547,-0.068719,-0.209011,-0.161413,0.125571,-0.020462,-0.091422,0.049617,0.109438,0.040738,-0.083224,-0.190896,-0.0976,0.012525,-0.099055,0.091932,-0.069844,0.054575,-0.038591,-0.042479,0.177356,-0.133336,0.050985,0.162097,0.167012,-0.043941,0.178862,0.134291,-0.123131,0.115455,-0.234454,0.05737,-0.038919,0.133378,-0.217498,-0.024955,-0.0259,-0.073968,-0.056481,0.12212,0.034901,-0.053568,-0.100453,0.164924,-0.008099,0.073617,-0.207385,0.040728,-0.076203,0.084859,0.003522,-0.310429,0.094593,0.015047,0.066224,-0.114562,-0.041945,-0.169329,-0.128262,-0.116307,0.071296,0.038413,0.087782,9
0.041179,0.03757,-0.010327,0.044353,-0.027663,0.04138,0.058136,-0.057659,0.014425,0.015441,-0.012379,0.042396,-0.016198,-0.051079,0.043411,0.038925,0.036965,-0.044406,0.021417,-0.001064,-0.026414,-0.02446,-0.040101,-0.047797,-0.047173,-0.000991,0.026021,-0.028348,0.016128,-0.009885,-0.02382,-0.038686,0.018161,0.021985,-0.065654,0.000681,0.016782,0.021343,-0.001074,-0.007543,-0.070523,0.033824,-0.054533,-0.008594,0.014431,-0.037073,0.000931,-0.036025,0.007712,0.024849,-0.009485,-0.008999,0.041488,-0.027987,-0.028719,-0.044826,-0.03645,0.008328,-0.019394,-0.022689,-0.012951,0.03082,0.026061,0.004181,0.016049,-0.00441,-0.009623,-0.02098,0.014793,-0.013288,-0.006019,-0.011828,0.016851,-0.028842,-0.022296,-0.017882,0.012744,-0.024253,0.036394,-0.001852,0.031469,0.029887,0.023418,-0.015375,0.026525,-0.007599,0.001176,0.011447,-0.026056,0.03208,0.010703,0.005292,-0.049314,-0.048031,-0.030579,0.02125,0.049172,0.013914,0.010634,0.033617,AUSTRALIA
0.000283,-0.001625,0.006705,0.01284,-0.000578,0.012043,0.004319,-0.001608,-0.00203,0.00729,-0.014139,-0.003514,-0.009193,-0.010114,0.012546,0.014453,0.006691,-0.001381,0.008412,0.004308,-0.004697,0.000902,-0.00157,-0.007618,-0.006217,0.001157,0.001989,-0.00054,0.001466,0.00057,0.001776,-0.005671,0.01452,0.001747,-0.004759,-0.000292,-0.002394,0.009279,0.006727,0.013928,0.001941,0.000509,-0.00499,0.00557,-0.005559,-0.013339,-0.00219,0.001691,0.00962,0.01164,0.002296,0.008228,-0.000932,-0.002018,-0.002975,-0.007629,-0.005293,-0.0031,0.004558,-0.003157,-0.006306,-0.006855,0.008082,-0.00999,-0.001677,-0.001078,0.004097,0.004232,0.000446,-0.001611,0.001308,0.0036,-0.006122,0.000775,0.003232,0.002219,-0.004058,-0.000202,-0.001408,0.005918,-0.002417,0.006763,-0.002497,0.007063,0.001424,-0.000435,-0.001355,0.002424,0.007129,-0.006267,0.000456,0.002471,0.002823,-0.000736,-0.000403,0.00013,0.015945,0.002148,-0.004141,0.002527,Africa
0.023463,0.018797,0.002779,0.038409,-0.014353,0.031894,0.041986,-0.036989,0.002056,0.016992,-0.015221,0.018007,-0.005213,-0.033142,0.034903,0.022798,0.025859,-0.026099,0.013081,0.009401,-0.015258,-0.026053,-0.020546,-0.031487,-0.029892,-0.007656,0.017614,-0.007936,0.00468,-0.010691,-0.014032,-0.029328,0.022106,0.011116,-0.043308,-0.003408,0.009033,0.016213,0.001972,0.00769,-0.04185,0.019984,-0.039178,-0.003491,-0.000141,-0.029361,0.004376,-0.024001,0.017229,0.022398,-0.00769,-0.00909,0.02825,-0.014843,-0.01586,-0.031612,-0.020373,-0.000476,-0.005444,-0.024174,-0.01353,0.005637,0.024799,-0.005834,-0.004989,0.00794,-0.022389,0.013083,0.006046,-0.010775,-0.017699,0.008376,0.017724,-0.022008,-0.012686,-0.007856,-0.00476,-0.017689,0.029179,0.007775,0.002846,0.017939,0.009413,0.004464,0.020326,0.000338,-0.003488,0.006628,0.015045,0.015212,0.008446,-0.002812,-0.02638,-0.027006,-0.006676,0.025463,0.024234,0.005175,0.006701,0.009643,Airport
0.020178,0.017616,-0.001606,0.02124,-0.016276,0.014933,0.03116,-0.02804,0.003798,0.0023,-0.001093,0.022465,-0.004056,-0.022792,0.013912,0.01525,0.012503,-0.025008,0.012229,0.001761,-0.00938,-0.015241,-0.009514,-0.025573,-0.025026,-0.001207,0.013155,-0.010861,0.010002,-0.008185,-0.009007,-0.016255,0.021568,0.013666,-0.032975,-0.010174,0.010897,0.013128,-0.006465,0.001967,-0.037718,0.018581,-0.031794,-0.001993,0.005024,-0.02275,0.004541,-0.018224,0.025056,0.024159,-0.00213,-0.015203,0.021333,-0.005307,-0.017683,-0.034331,-0.025993,-0.005593,-0.009385,-0.019403,-0.019153,0.010811,0.022279,-0.005158,-0.01254,0.010302,-0.022884,0.015017,0.002665,-0.0077,-0.026691,0.017531,0.02464,-0.026665,-0.010744,-0.012666,-0.005847,-0.024554,0.042741,0.011548,0.006348,0.016566,0.013027,0.01087,0.012055,0.003904,-0.007269,0.000927,0.022012,0.014237,0.006727,-0.01027,-0.021747,-0.032709,-0.006539,0.037841,0.011126,-0.000709,0.006729,0.012095,Alps
0.003907,0.010468,0.010539,0.053349,-0.007814,0.046781,0.044116,-0.037803,-0.007555,0.04558,-0.037593,-0.020637,-0.018047,-0.036217,0.047319,0.047865,0.032159,-0.027916,0.021049,0.019879,-0.017597,-0.004602,-0.001333,-0.027355,-0.017342,-0.022246,0.01616,0.005237,-0.002399,0.020292,-0.017647,-0.025867,0.054851,0.028177,-0.005912,-0.014317,-0.002569,0.028082,0.012897,0.043924,-0.005779,-0.010851,-0.026786,0.015769,-0.010636,-0.048736,-0.012748,-0.001427,0.050294,0.041838,-0.004872,0.015875,0.007485,0.004281,-0.033568,-0.019804,-0.01343,-0.035233,0.02516,-0.026829,-0.045538,-0.021799,0.021495,-0.042205,-0.016738,0.016278,-0.017984,0.039744,-0.006484,-0.000394,-0.019227,0.032903,0.010617,-0.003845,0.008943,0.000877,-0.022995,-0.010377,0.013768,0.023461,-0.018903,0.014482,-0.002944,0.031606,-0.000376,0.013155,-0.013743,0.006067,0.050349,-0.011251,-0.003258,-0.012367,0.007101,-0.004026,0.025135,0.029482,0.057109,-0.007556,-0.001125,0.003541,America
-0.000028,0.00596,-0.001652,0.023188,-0.006787,0.017173,0.01962,-0.012938,0.002111,0.011498,-0.016592,0.001009,0.001252,-0.008617,0.010785,0.010901,0.00865,-0.015828,0.006866,0.003713,-0.009415,-0.011459,-0.000698,-0.016775,-0.008297,-0.007085,0.009846,0.003622,0.005456,0.002056,-0.002961,-0.011811,0.018734,0.009754,-0.012654,-0.009978,0.008645,0.007697,-0.00311,0.011805,-0.013181,-0.000246,-0.013269,0.003169,0.001289,-0.018024,-0.001575,-0.004714,0.016188,0.017883,-0.001586,-0.005868,0.008191,-0.004263,-0.011535,-0.008687,-0.011612,-0.01026,0.000347,-0.011119,-0.01308,0.002267,0.009065,-0.010269,-0.015861,0.010711,-0.026164,0.020252,-0.00137,0.000362,-0.019693,0.029839,0.018444,-0.015377,0.000264,0.003136,-0.017106,-0.012197,0.024265,0.011715,-0.01341,0.005923,0.004375,0.016067,0.007784,0.001805,-0.014654,0.006407,0.032791,0.002247,-0.001919,-0.006633,-0.000992,-0.007356,0.00431,0.027141,0.007051,-0.006203,0.004704,-0.00516,Amsterdam
